TeamID,Team Name,Season,Number Wins,Number Losses,PPG,PPGA
1103,Akron,1993,6,18,61.625,67.25
1103,Akron,1994,7,18,61.36,67.28
1103,Akron,1995,7,18,59.88,68.44
1103,Akron,1996,2,23,61.96,75.64
1103,Akron,1997,7,18,70.44,72.6
1103,Akron,1998,16,10,74.6153846154,68.3846153846
1103,Akron,1999,17,9,74.9615384615,70.9230769231
1103,Akron,2000,16,11,74.8518518519,72.7407407407
1103,Akron,2001,12,16,67.8928571429,72.6428571429
1103,Akron,2002,9,21,69.2666666667,74.4666666667
1103,Akron,2003,13,14,78.7777777778,78.1481481481
1103,Akron,2004,13,15,71.75,72.1428571429
1103,Akron,2005,18,10,71.6071428571,66.25
1103,Akron,2006,21,9,71.4666666667,66.1333333333
1103,Akron,2007,25,7,74.625,61.84375
1103,Akron,2008,23,10,71.2424242424,63.7878787879
1103,Akron,2009,22,12,66.4117647059,60.5
1103,Akron,2010,23,10,71.0303030303,66.4545454545
1103,Akron,2011,22,12,69.9705882353,66.3235294118
1103,Akron,2012,21,11,71.46875,65.625
1103,Akron,2013,25,6,71.935483871,62.2580645161
1103,Akron,2014,21,12,67.9090909091,66.0303030303
1103,Akron,2015,20,14,67.3529411765,63.2352941176
1103,Akron,2016,25,8,76.3333333333,69.0606060606
1103,Akron,2017,25,8,76.6666666667,71.1818181818
1104,Alabama,1985,21,9,68.5,60.7
1104,Alabama,1986,22,8,75.2333333333,67.3
1104,Alabama,1987,26,4,79.0,68.2333333333
1104,Alabama,1988,13,17,65.5,68.1666666667
1104,Alabama,1989,23,7,75.7,69.3666666667
1104,Alabama,1990,24,8,71.875,61.90625
1104,Alabama,1991,21,9,77.5,71.1666666667
1104,Alabama,1992,25,8,78.8484848485,72.1212121212
1104,Alabama,1993,16,12,76.25,74.2857142857
1104,Alabama,1994,19,9,73.5357142857,68.9642857143
1104,Alabama,1995,22,9,73.064516129,63.3548387097
1104,Alabama,1996,16,11,72.0740740741,71.4444444444
1104,Alabama,1997,16,14,69.0333333333,65.4
1104,Alabama,1998,15,15,69.6333333333,68.3666666667
1104,Alabama,1999,17,14,67.3225806452,67.7741935484
1104,Alabama,2000,13,16,72.2068965517,72.3793103448
1104,Alabama,2001,21,10,76.7096774194,68.2258064516
1104,Alabama,2002,26,7,76.1818181818,66.2121212121
1104,Alabama,2003,17,11,69.2857142857,65.0
1104,Alabama,2004,17,12,72.2068965517,67.4482758621
1104,Alabama,2005,23,7,75.4333333333,64.8333333333
1104,Alabama,2006,17,12,69.9655172414,67.1379310345
1104,Alabama,2007,20,11,73.6129032258,68.8387096774
1104,Alabama,2008,17,16,75.2727272727,72.8484848485
1104,Alabama,2009,16,14,72.8333333333,71.3333333333
1104,Alabama,2010,17,15,68.5,64.78125
1104,Alabama,2011,21,11,66.65625,59.25
1104,Alabama,2012,21,11,64.9375,58.125
1104,Alabama,2013,20,12,62.59375,59.3125
1104,Alabama,2014,12,19,66.7096774194,67.2580645161
1104,Alabama,2015,17,14,66.6451612903,64.5161290323
1104,Alabama,2016,18,14,66.84375,67.8125
1104,Alabama,2017,19,14,68.6666666667,64.5151515152
1105,Alabama A&M,1985,0,0,0.0,0.0
1105,Alabama A&M,1986,0,0,0.0,0.0
1105,Alabama A&M,1987,0,0,0.0,0.0
1105,Alabama A&M,1988,0,0,0.0,0.0
1105,Alabama A&M,1989,0,0,0.0,0.0
1105,Alabama A&M,1990,0,0,0.0,0.0
1105,Alabama A&M,1991,0,0,0.0,0.0
1105,Alabama A&M,1992,0,0,0.0,0.0
1105,Alabama A&M,1993,0,0,0.0,0.0
1105,Alabama A&M,1994,0,0,0.0,0.0
1105,Alabama A&M,1995,0,0,0.0,0.0
1105,Alabama A&M,1996,0,0,0.0,0.0
1105,Alabama A&M,1997,0,0,0.0,0.0
1105,Alabama A&M,1998,0,0,0.0,0.0
1105,Alabama A&M,1999,0,0,0.0,0.0
1105,Alabama A&M,2000,15,10,73.04,73.24
1105,Alabama A&M,2001,16,11,72.7037037037,74.3703703704
1105,Alabama A&M,2002,15,10,80.12,75.64
1105,Alabama A&M,2003,7,19,71.7692307692,76.6538461538
1105,Alabama A&M,2004,13,16,69.7931034483,73.3793103448
1105,Alabama A&M,2005,16,13,69.0689655172,67.7931034483
1105,Alabama A&M,2006,11,12,73.9565217391,72.652173913
1105,Alabama A&M,2007,6,20,60.0384615385,69.5769230769
1105,Alabama A&M,2008,11,15,64.1923076923,67.5769230769
1105,Alabama A&M,2009,7,17,64.0,72.0833333333
1105,Alabama A&M,2010,8,15,63.8260869565,70.3043478261
1105,Alabama A&M,2011,10,15,62.8,66.24
1105,Alabama A&M,2012,5,21,61.1153846154,69.6538461538
1105,Alabama A&M,2013,9,20,61.5862068966,70.1724137931
1105,Alabama A&M,2014,12,16,63.8214285714,67.1071428571
1105,Alabama A&M,2015,8,20,61.2857142857,68.7142857143
1105,Alabama A&M,2016,10,18,67.1071428571,69.75
1105,Alabama A&M,2017,2,27,61.8620689655,77.7586206897
1106,Alabama St,1985,10,14,71.625,75.4166666667
1106,Alabama St,1986,8,16,78.8333333333,84.0833333333
1106,Alabama St,1987,12,13,81.92,82.64
1106,Alabama St,1988,6,19,83.08,93.76
1106,Alabama St,1989,11,15,85.1923076923,89.5
1106,Alabama St,1990,13,12,90.24,94.84
1106,Alabama St,1991,15,11,91.3076923077,88.3461538462
1106,Alabama St,1992,11,13,84.75,84.0
1106,Alabama St,1993,12,11,84.8260869565,83.6086956522
1106,Alabama St,1994,15,10,85.04,81.28
1106,Alabama St,1995,8,14,81.5,89.0909090909
1106,Alabama St,1996,7,17,71.875,82.6666666667
1106,Alabama St,1997,8,20,63.75,77.2142857143
1106,Alabama St,1998,8,16,68.125,74.625
1106,Alabama St,1999,8,15,65.2173913043,70.6956521739
1106,Alabama St,2000,10,14,65.2083333333,69.4166666667
1106,Alabama St,2001,20,7,70.2222222222,64.037037037
1106,Alabama St,2002,18,11,65.275862069,64.3793103448
1106,Alabama St,2003,13,15,63.6071428571,63.75
1106,Alabama St,2004,16,14,61.4333333333,60.6
1106,Alabama St,2005,15,15,57.9666666667,61.3
1106,Alabama St,2006,12,18,66.1666666667,70.5666666667
1106,Alabama St,2007,9,20,60.2068965517,66.5517241379
1106,Alabama St,2008,17,10,71.0,65.4444444444
1106,Alabama St,2009,20,9,69.4827586207,63.5862068966
1106,Alabama St,2010,13,15,64.0357142857,66.4285714286
1106,Alabama St,2011,15,17,61.5625,64.4375
1106,Alabama St,2012,10,19,57.724137931,63.5517241379
1106,Alabama St,2013,9,22,61.4838709677,70.3548387097
1106,Alabama St,2014,16,12,69.8928571429,70.6071428571
1106,Alabama St,2015,17,10,70.7037037037,66.962962963
1106,Alabama St,2016,12,17,70.0689655172,73.7931034483
1106,Alabama St,2017,7,23,65.5666666667,74.5666666667
1107,Albany NY,1985,0,0,0.0,0.0
1107,Albany NY,1986,0,0,0.0,0.0
1107,Albany NY,1987,0,0,0.0,0.0
1107,Albany NY,1988,0,0,0.0,0.0
1107,Albany NY,1989,0,0,0.0,0.0
1107,Albany NY,1990,0,0,0.0,0.0
1107,Albany NY,1991,0,0,0.0,0.0
1107,Albany NY,1992,0,0,0.0,0.0
1107,Albany NY,1993,0,0,0.0,0.0
1107,Albany NY,1994,0,0,0.0,0.0
1107,Albany NY,1995,0,0,0.0,0.0
1107,Albany NY,1996,0,0,0.0,0.0
1107,Albany NY,1997,0,0,0.0,0.0
1107,Albany NY,1998,0,0,0.0,0.0
1107,Albany NY,1999,0,0,0.0,0.0
1107,Albany NY,2000,8,17,62.12,68.04
1107,Albany NY,2001,5,20,67.72,77.92
1107,Albany NY,2002,8,20,56.8928571429,65.0357142857
1107,Albany NY,2003,7,21,65.9285714286,75.7142857143
1107,Albany NY,2004,5,23,57.8928571429,65.75
1107,Albany NY,2005,13,15,67.3571428571,64.6785714286
1107,Albany NY,2006,21,10,68.8709677419,64.2903225806
1107,Albany NY,2007,23,9,68.25,64.46875
1107,Albany NY,2008,15,15,68.2666666667,66.4
1107,Albany NY,2009,15,16,64.0,65.7419354839
1107,Albany NY,2010,7,25,62.71875,69.125
1107,Albany NY,2011,16,16,62.90625,64.0
1107,Albany NY,2012,19,14,71.9393939394,68.5454545455
1107,Albany NY,2013,24,10,64.4117647059,60.2941176471
1107,Albany NY,2014,18,14,66.03125,63.84375
1107,Albany NY,2015,24,8,65.5,60.21875
1107,Albany NY,2016,23,8,74.6129032258,65.7096774194
1107,Albany NY,2017,20,13,71.0303030303,66.2424242424
1108,Alcorn St,1985,19,6,83.0,75.04
1108,Alcorn St,1986,14,11,75.72,74.88
1108,Alcorn St,1987,5,20,69.4,78.56
1108,Alcorn St,1988,7,19,73.0,81.8846153846
1108,Alcorn St,1989,4,20,66.9166666667,82.5416666667
1108,Alcorn St,1990,7,18,74.76,87.32
1108,Alcorn St,1991,7,19,80.8846153846,88.9615384615
1108,Alcorn St,1992,14,14,82.2857142857,83.6785714286
1108,Alcorn St,1993,7,19,79.5769230769,86.0384615385
1108,Alcorn St,1994,3,19,75.4545454545,91.8181818182
1108,Alcorn St,1995,4,19,79.652173913,88.4782608696
1108,Alcorn St,1996,8,15,76.1304347826,85.1304347826
1108,Alcorn St,1997,9,15,70.8333333333,76.2083333333
1108,Alcorn St,1998,8,15,71.9130434783,76.1304347826
1108,Alcorn St,1999,20,6,75.5,67.1538461538
1108,Alcorn St,2000,17,10,73.4444444444,71.7407407407
1108,Alcorn St,2001,15,15,74.8,76.0
1108,Alcorn St,2002,20,9,79.7931034483,76.6551724138
1108,Alcorn St,2003,14,19,69.0909090909,73.1212121212
1108,Alcorn St,2004,11,18,63.9655172414,72.3448275862
1108,Alcorn St,2005,6,22,57.1785714286,69.4642857143
1108,Alcorn St,2006,8,20,66.0,73.0714285714
1108,Alcorn St,2007,10,19,66.0,75.2413793103
1108,Alcorn St,2008,6,23,67.0344827586,78.6896551724
1108,Alcorn St,2009,4,24,69.2857142857,84.5714285714
1108,Alcorn St,2010,2,29,60.6451612903,82.0
1108,Alcorn St,2011,4,24,65.6428571429,80.6428571429
1108,Alcorn St,2012,7,21,60.0,68.9642857143
1108,Alcorn St,2013,9,23,59.125,66.28125
1108,Alcorn St,2014,9,19,61.9285714286,68.6071428571
1108,Alcorn St,2015,5,25,63.3666666667,74.1666666667
1108,Alcorn St,2016,13,15,66.5714285714,72.6785714286
1108,Alcorn St,2017,15,14,67.6551724138,69.0344827586
1109,Alliant Intl,1985,1,23,53.8333333333,82.9583333333
1109,Alliant Intl,1986,5,19,90.375,103.208333333
1109,Alliant Intl,1987,9,15,82.25,89.375
1109,Alliant Intl,1988,9,15,82.2083333333,89.4166666667
1109,Alliant Intl,1989,8,16,85.9166666667,95.3333333333
1109,Alliant Intl,1990,8,16,95.9166666667,103.458333333
1109,Alliant Intl,1991,2,23,85.08,105.2
1109,Alliant Intl,1992,0,0,0.0,0.0
1109,Alliant Intl,1993,0,0,0.0,0.0
1109,Alliant Intl,1994,0,0,0.0,0.0
1109,Alliant Intl,1995,0,0,0.0,0.0
1109,Alliant Intl,1996,0,0,0.0,0.0
1109,Alliant Intl,1997,0,0,0.0,0.0
1109,Alliant Intl,1998,0,0,0.0,0.0
1109,Alliant Intl,1999,0,0,0.0,0.0
1109,Alliant Intl,2000,0,0,0.0,0.0
1109,Alliant Intl,2001,0,0,0.0,0.0
1109,Alliant Intl,2002,0,0,0.0,0.0
1109,Alliant Intl,2003,0,0,0.0,0.0
1109,Alliant Intl,2004,0,0,0.0,0.0
1109,Alliant Intl,2005,0,0,0.0,0.0
1109,Alliant Intl,2006,0,0,0.0,0.0
1109,Alliant Intl,2007,0,0,0.0,0.0
1109,Alliant Intl,2008,0,0,0.0,0.0
1109,Alliant Intl,2009,0,0,0.0,0.0
1109,Alliant Intl,2010,0,0,0.0,0.0
1109,Alliant Intl,2011,0,0,0.0,0.0
1109,Alliant Intl,2012,0,0,0.0,0.0
1109,Alliant Intl,2013,0,0,0.0,0.0
1109,Alliant Intl,2014,0,0,0.0,0.0
1109,Alliant Intl,2015,0,0,0.0,0.0
1109,Alliant Intl,2016,0,0,0.0,0.0
1109,Alliant Intl,2017,0,0,0.0,0.0
1110,American Univ,1985,7,18,69.44,77.2
1110,American Univ,1986,7,18,67.4,75.2
1110,American Univ,1987,9,14,73.0,78.1304347826
1110,American Univ,1988,13,14,71.5185185185,74.1111111111
1110,American Univ,1989,14,11,77.92,76.84
1110,American Univ,1990,18,9,68.5925925926,65.5555555556
1110,American Univ,1991,12,14,75.5,76.9230769231
1110,American Univ,1992,11,18,73.7931034483,78.9310344828
1110,American Univ,1993,11,17,76.1071428571,77.4285714286
1110,American Univ,1994,8,19,75.8888888889,83.2962962963
1110,American Univ,1995,9,19,74.5714285714,81.3928571429
1110,American Univ,1996,11,15,72.9230769231,73.6923076923
1110,American Univ,1997,10,16,66.5384615385,71.3076923077
1110,American Univ,1998,8,19,61.1111111111,65.5185185185
1110,American Univ,1999,5,21,62.5769230769,69.9230769231
1110,American Univ,2000,10,18,65.0357142857,67.75
1110,American Univ,2001,7,20,58.4814814815,66.0
1110,American Univ,2002,18,12,65.9,64.7
1110,American Univ,2003,16,14,66.3666666667,61.9
1110,American Univ,2004,18,13,67.4838709677,65.0322580645
1110,American Univ,2005,16,12,67.1785714286,66.0714285714
1110,American Univ,2006,12,17,63.7931034483,67.9655172414
1110,American Univ,2007,16,14,64.8333333333,62.1666666667
1110,American Univ,2008,21,11,65.09375,61.78125
1110,American Univ,2009,24,7,64.4516129032,58.4193548387
1110,American Univ,2010,11,20,62.6129032258,67.1935483871
1110,American Univ,2011,22,9,66.1612903226,63.6451612903
1110,American Univ,2012,20,11,64.4516129032,61.7096774194
1110,American Univ,2013,10,20,57.8333333333,63.8666666667
1110,American Univ,2014,20,12,63.9375,58.625
1110,American Univ,2015,17,16,58.7272727273,58.5757575758
1110,American Univ,2016,12,19,57.5806451613,65.6774193548
1110,American Univ,2017,8,22,61.5,68.3
1111,Appalachian St,1985,10,14,67.125,69.9166666667
1111,Appalachian St,1986,13,12,62.44,66.4
1111,Appalachian St,1987,4,21,63.36,74.32
1111,Appalachian St,1988,12,13,74.16,76.44
1111,Appalachian St,1989,17,8,74.68,70.2
1111,Appalachian St,1990,17,11,82.1785714286,77.1428571429
1111,Appalachian St,1991,15,14,82.6206896552,83.5862068966
1111,Appalachian St,1992,13,14,75.2222222222,75.4074074074
1111,Appalachian St,1993,12,15,80.7777777778,82.5925925926
1111,Appalachian St,1994,15,11,76.8846153846,76.6153846154
1111,Appalachian St,1995,7,20,71.7037037037,79.4814814815
1111,Appalachian St,1996,6,20,69.4230769231,82.4615384615
1111,Appalachian St,1997,12,14,69.8461538462,70.8461538462
1111,Appalachian St,1998,18,8,69.9230769231,67.1923076923
1111,Appalachian St,1999,18,8,72.9230769231,68.0769230769
1111,Appalachian St,2000,20,8,76.2857142857,68.8928571429
1111,Appalachian St,2001,9,19,63.6428571429,71.5357142857
1111,Appalachian St,2002,7,18,73.64,80.52
1111,Appalachian St,2003,16,10,83.2692307692,81.7307692308
1111,Appalachian St,2004,8,21,68.9310344828,73.5862068966
1111,Appalachian St,2005,15,12,71.5185185185,69.6296296296
1111,Appalachian St,2006,12,16,68.1428571429,70.9642857143
1111,Appalachian St,2007,22,7,74.7931034483,68.2413793103
1111,Appalachian St,2008,17,13,71.0666666667,69.0
1111,Appalachian St,2009,12,18,74.8,77.8
1111,Appalachian St,2010,20,11,73.2580645161,68.9677419355
1111,Appalachian St,2011,14,15,71.4827586207,73.3448275862
1111,Appalachian St,2012,11,18,67.2413793103,70.8965517241
1111,Appalachian St,2013,13,16,70.8275862069,72.9655172414
1111,Appalachian St,2014,5,21,64.1538461538,72.3461538462
1111,Appalachian St,2015,12,17,63.4827586207,70.1034482759
1111,Appalachian St,2016,9,22,70.5483870968,77.3548387097
1111,Appalachian St,2017,7,21,70.4642857143,77.5357142857
1112,Arizona,1985,18,9,66.5185185185,59.3333333333
1112,Arizona,1986,21,8,68.0,61.8620689655
1112,Arizona,1987,17,11,74.0,66.6428571429
1112,Arizona,1988,31,2,84.9393939394,64.3333333333
1112,Arizona,1989,27,3,84.4333333333,66.9666666667
1112,Arizona,1990,24,6,79.6666666667,66.5333333333
1112,Arizona,1991,26,6,86.46875,71.75
1112,Arizona,1992,24,6,84.9666666667,68.2333333333
1112,Arizona,1993,24,3,84.4074074074,71.6296296296
1112,Arizona,1994,25,5,90.5333333333,75.2666666667
1112,Arizona,1995,22,7,84.8965517241,75.5517241379
1112,Arizona,1996,24,6,81.2,72.1666666667
1112,Arizona,1997,19,9,85.1071428571,73.3571428571
1112,Arizona,1998,27,4,92.1935483871,75.6774193548
1112,Arizona,1999,22,6,82.9642857143,75.7142857143
1112,Arizona,2000,26,6,77.15625,67.84375
1112,Arizona,2001,22,7,81.0344827586,66.2413793103
1112,Arizona,2002,22,9,82.9677419355,77.8387096774
1112,Arizona,2003,25,3,85.2142857143,70.25
1112,Arizona,2004,20,9,87.5172413793,78.4137931034
1112,Arizona,2005,27,6,79.6666666667,69.5454545455
1112,Arizona,2006,19,12,72.935483871,68.064516129
1112,Arizona,2007,20,10,78.4666666667,72.5
1112,Arizona,2008,18,14,71.5625,66.78125
1112,Arizona,2009,19,13,72.1875,68.4375
1112,Arizona,2010,16,15,71.9032258065,72.0322580645
1112,Arizona,2011,27,7,76.5294117647,67.4705882353
1112,Arizona,2012,23,11,69.4705882353,62.6764705882
1112,Arizona,2013,25,7,73.28125,63.6875
1112,Arizona,2014,30,4,73.0588235294,58.1470588235
1112,Arizona,2015,31,3,76.4411764706,58.6176470588
1112,Arizona,2016,25,8,81.2121212121,69.0
1112,Arizona,2017,30,4,76.2647058824,65.4411764706
1113,Arizona St,1985,11,16,67.7037037037,71.7777777778
1113,Arizona St,1986,11,14,68.52,71.88
1113,Arizona St,1987,11,17,72.0,73.0357142857
1113,Arizona St,1988,12,16,76.6785714286,79.1428571429
1113,Arizona St,1989,12,16,79.5357142857,83.3571428571
1113,Arizona St,1990,14,15,64.8275862069,66.3448275862
1113,Arizona St,1991,19,9,78.8928571429,73.0357142857
1113,Arizona St,1992,18,13,68.6774193548,69.5483870968
1113,Arizona St,1993,17,9,85.3076923077,82.5769230769
1113,Arizona St,1994,15,12,77.4444444444,75.3703703704
1113,Arizona St,1995,22,8,78.9,70.4666666667
1113,Arizona St,1996,11,16,73.3333333333,77.6666666667
1113,Arizona St,1997,8,20,70.3571428571,75.3214285714
1113,Arizona St,1998,17,13,84.9,84.4
1113,Arizona St,1999,12,16,74.0357142857,73.25
1113,Arizona St,2000,17,12,79.1724137931,75.6896551724
1113,Arizona St,2001,13,16,73.1379310345,71.0344827586
1113,Arizona St,2002,14,14,76.3571428571,73.0714285714
1113,Arizona St,2003,18,11,75.9655172414,69.1724137931
1113,Arizona St,2004,10,17,74.0740740741,76.5925925926
1113,Arizona St,2005,18,13,75.9677419355,71.6451612903
1113,Arizona St,2006,11,17,67.0714285714,69.9285714286
1113,Arizona St,2007,7,22,58.1379310345,62.1034482759
1113,Arizona St,2008,19,12,67.2580645161,62.3225806452
1113,Arizona St,2009,24,9,69.5454545455,60.0606060606
1113,Arizona St,2010,22,10,66.75,58.46875
1113,Arizona St,2011,12,19,63.9677419355,66.8709677419
1113,Arizona St,2012,10,21,61.0,66.3225806452
1113,Arizona St,2013,21,12,71.0,66.8484848485
1113,Arizona St,2014,21,11,75.03125,68.875
1113,Arizona St,2015,17,15,69.4375,66.4375
1113,Arizona St,2016,15,17,73.28125,73.96875
1113,Arizona St,2017,15,18,78.5757575758,81.6666666667
1114,Ark Little Rock,1985,17,13,71.9,69.7666666667
1114,Ark Little Rock,1986,21,9,79.9333333333,73.0
1114,Ark Little Rock,1987,20,9,71.0,69.1724137931
1114,Ark Little Rock,1988,24,6,78.8666666667,71.7333333333
1114,Ark Little Rock,1989,23,7,92.7333333333,80.9333333333
1114,Ark Little Rock,1990,20,9,87.3793103448,80.3103448276
1114,Ark Little Rock,1991,9,20,71.7586206897,74.4482758621
1114,Ark Little Rock,1992,16,13,73.0689655172,71.3448275862
1114,Ark Little Rock,1993,14,12,69.0769230769,72.1538461538
1114,Ark Little Rock,1994,12,15,73.1481481481,72.4074074074
1114,Ark Little Rock,1995,16,12,74.3214285714,70.6071428571
1114,Ark Little Rock,1996,21,6,74.8148148148,67.0
1114,Ark Little Rock,1997,14,11,72.96,70.44
1114,Ark Little Rock,1998,14,13,67.3703703704,69.962962963
1114,Ark Little Rock,1999,10,15,65.2,70.0
1114,Ark Little Rock,2000,4,24,67.3214285714,76.7142857143
1114,Ark Little Rock,2001,14,11,68.56,65.72
1114,Ark Little Rock,2002,16,11,73.2222222222,68.037037037
1114,Ark Little Rock,2003,16,12,70.0357142857,70.0714285714
1114,Ark Little Rock,2004,14,12,69.8846153846,66.9230769231
1114,Ark Little Rock,2005,15,10,66.52,67.88
1114,Ark Little Rock,2006,13,15,64.0714285714,65.6071428571
1114,Ark Little Rock,2007,12,17,65.3793103448,69.6896551724
1114,Ark Little Rock,2008,18,11,64.1034482759,63.1034482759
1114,Ark Little Rock,2009,23,8,66.4193548387,63.3548387097
1114,Ark Little Rock,2010,6,22,66.0714285714,73.8928571429
1114,Ark Little Rock,2011,17,16,66.2727272727,67.5454545455
1114,Ark Little Rock,2012,14,16,62.4,64.3666666667
1114,Ark Little Rock,2013,16,15,65.6774193548,67.8064516129
1114,Ark Little Rock,2014,13,17,70.3333333333,74.6333333333
1114,Ark Little Rock,2015,12,18,68.9666666667,70.5333333333
1114,Ark Little Rock,2016,27,4,70.0,60.064516129
1114,Ark Little Rock,2017,13,17,66.3666666667,68.6333333333
1115,Ark Pine Bluff,1985,0,0,0.0,0.0
1115,Ark Pine Bluff,1986,0,0,0.0,0.0
1115,Ark Pine Bluff,1987,0,0,0.0,0.0
1115,Ark Pine Bluff,1988,0,0,0.0,0.0
1115,Ark Pine Bluff,1989,0,0,0.0,0.0
1115,Ark Pine Bluff,1990,0,0,0.0,0.0
1115,Ark Pine Bluff,1991,0,0,0.0,0.0
1115,Ark Pine Bluff,1992,0,0,0.0,0.0
1115,Ark Pine Bluff,1993,0,0,0.0,0.0
1115,Ark Pine Bluff,1994,0,0,0.0,0.0
1115,Ark Pine Bluff,1995,0,0,0.0,0.0
1115,Ark Pine Bluff,1996,0,0,0.0,0.0
1115,Ark Pine Bluff,1997,0,0,0.0,0.0
1115,Ark Pine Bluff,1998,0,0,0.0,0.0
1115,Ark Pine Bluff,1999,1,22,66.0434782609,85.1739130435
1115,Ark Pine Bluff,2000,5,20,65.16,79.4
1115,Ark Pine Bluff,2001,2,25,61.5555555556,84.5185185185
1115,Ark Pine Bluff,2002,2,26,66.1428571429,84.9285714286
1115,Ark Pine Bluff,2003,4,24,54.5,74.1785714286
1115,Ark Pine Bluff,2004,1,26,52.2222222222,74.3703703704
1115,Ark Pine Bluff,2005,5,21,58.1923076923,68.6153846154
1115,Ark Pine Bluff,2006,11,16,61.3333333333,63.0
1115,Ark Pine Bluff,2007,10,19,58.6551724138,65.0
1115,Ark Pine Bluff,2008,11,18,58.9655172414,64.2068965517
1115,Ark Pine Bluff,2009,13,18,62.6774193548,70.6451612903
1115,Ark Pine Bluff,2010,17,15,64.40625,64.6875
1115,Ark Pine Bluff,2011,7,24,59.6774193548,71.6451612903
1115,Ark Pine Bluff,2012,11,22,61.0,69.4242424242
1115,Ark Pine Bluff,2013,16,14,62.6666666667,66.6
1115,Ark Pine Bluff,2014,11,18,62.8965517241,71.3793103448
1115,Ark Pine Bluff,2015,12,20,59.75,66.875
1115,Ark Pine Bluff,2016,8,25,56.5757575758,70.3636363636
1115,Ark Pine Bluff,2017,6,24,60.6666666667,73.2
